Lat_dec,Long_dec,Elevation,Name
33.62166,67.0475,4803,Shah Tus Aqa Ghar
26.48,99.4975,4295,Xuebang Shan
37.30833,44.2525,3811,Samdi Dag
26.14083,101.18083,3680,Dabaicao Ling
32.11416,54.58472,3150,Kuh-e Kharanaq
25.49416,94.75166,3088,Mol Len
35.78944,137.80444,2956,Kisokoma-ga-take
-0.39,100.33083,2877,Gunung Singgalang
-1.20416,121.80333,2403,Buyu Lumut
27.455,114.17333,1920,Wugong Shan
34.17416,135.90666,1915,Hakken-san
37.38833,87.60666,6130,Ayaligtag Range 
18.81,97.0375,2623,Nattaung
41.41083,72.91166,4427,Gora Babash-Ata
8.49416,99.73,1780,Khao Luang
0.80916,127.33333,1715,Pulau Ternate
34.9975,46.4725,3350,Kuh-e Shahu
35.81166,76.565,8051,Broad Peak
35.57916,77.0775,7464,Teram Kangri I
27.96416,86.335,7135,Gauri Shankar
29.76583,82.75166,6859,Kubi Gangri
36.21666,82.03583,6691,Selik Gulam Muztag
31.4525,103.39916,5300,Jiankho Shan
38.12583,70.34,4573,Gora Imeni Fuchika
23.9575,100.26083,3420,Hunhua Shan
36.50333,56.96166,2950,Kuh-e Gar
23.13833,57.01416,2730,Jebel Kawr
5.04416,95.63333,2310,Gle Hulumasen
17.2025,98.08,2080,Mela Taung
-6.26916,106.05,1778,Gunung Karang
35.33694,127.73055,1915,Chiri-san
33.29583,79.76666,6223,Gyoinmaixoi'og Kangri
31.3525,78.61,6684,Rangrik Rang
29.94111,95.74583,6135,Pt. 6135
34.90388,75.83333,5700,Pt. 5700
29.0475,94.01416,5641,Pt. 5641
28.59916,98.5025,4911,Pt. 4911
43.64916,93.92,3970,Dahei Shan
33.45583,51.8,3870,Kuh-e Karkas
27.55416,93.33,3776,Dafla Range HP
43.31833,80.80166,3730,Khrebet Temerliktau HP
32.12416,49.995,3480,Kuh-e Mafarun
35.89333,137.47916,3067,Ontake-san
5.5525,116.51583,2643,Gunung Trusmadi
33.755,59.85833,2888,Mila Kuh
-3.91583,133.01083,1680,Pegunungan Kumawa
36.45083,76.865,6542,Mazar Shan
42.03638,78.90777,5281,Khrebet Kuylyutau
36.77583,72.44,6902,Lunkho e Dosare
32.54583,77.41166,6517,Mulkila
37.5625,75.16166,6361,Lyavirdyr
30.5875,102.16833,5734,Jiaojin Shan
39.44833,71.08333,5544,Pik Tandykul
28.99527,82.39555,5425,Bhalu Lek
29.35333,81.55333,4389,Deora
34.66416,48.48666,3570,Kuh-e Alvand
36.54416,29.56805,3016,Uyluk Tepe
-7.955,112.465,2868,Gunung Butak
22.16833,103.58916,2540,Phu Tra
-1.42583,119.85666,2463,Bulu Torompupu
-6.71583,106.73333,2211,Gunung Salak
17.73083,101.0075,2120,Phu Soai Dao
-8.34583,123.25666,1661,Ili Boleng
30.13611,82.19833,6721,Changla
1.0025,109.93333,1701,Gunung Niut
31.78666,99.07333,6168,Chola Shan I
37.66722,31.30277,2980,Dedegol Tepesi
28.2275,90.61666,7538,Kula Kangri
39.0575,72.00833,7105,Pik Yevgenii Korzhinievskoi
28.36333,91.13583,6777,Tarlha Ri
33.23083,79.18333,6300,Pt. 6300
35.6525,94.25083,6224,Sob Gangri
29.39833,94.90083,5840,Pt. 5840�
42.35166,80.6275,5716,Pt. 5716
32.35666,104.84583,3030,Pt. 3030
3.74916,97.78166,3012,Gunung Bandahara
25.35666,93.89916,2832,Laikot
26.49083,95.84583,2692,Sangpang Bum
24.55416,38.215,2300,Jebel Jar
-8.87833,120.95416,2245,Gunung Inerie
6.10916,124.68583,2030,Mt. Busa
28.76333,87.63166,6495,Tsanglha Ri
25.86666,110.4125,2140,Miao'er Shan
19.32416,101.24166,2079,Phou Khe
-8.545,123.38416,1644,Ili Labalekang
31.06166,116.1875,1760,Tianzhu Shan
35.17,77.83,6934,Shahi Kangri
36.0475,80.11916,6638,Mush Muztagh
30.23666,110.57666,2300,Pt. 2300
35.61416,76.57916,7668,Chogolisa I
30.31277,79.77722,7120,Trisul
36.51722,71.92083,7108,Udren Zom
28.62833,84.68166,6620,Pangpoche I
39.01416,71.50416,5900,Pik Agasis
27.25,89.70416,4735,Pt. 4735
28.95833,102.93666,4260,Pt. 4260
30.5625,57.16166,3775,Kuh-e Bagh-e Bala
26.67833,97.23833,3411,Bumhpa Bum
37.38583,48.55,3321,Kuh-e Aq Dagh
-4.2575,103.30583,2850,Gunung Patah
23.33,98.8775,2641,Mong Ling Shan
36.9225,138.06666,2462,Hiuchi-yama
6.10666,125.57,1816,Kioto Mountains
28.88333,114.95083,1790,Jiuling Shan
9.17833,124.72666,1630,Mt. Mambajao
25.2475,112.00333,1953,Benjiwo
19.1975,104.18166,2720,Phu Xai Lai Leng
28.65416,35.30583,2580,Jebel al Lawz
20.68583,97.34166,2519,Pt. 2519
31.815,94.7,6328,Bu'gyai Kangri
22.30333,103.775,3143,Fansipan
35.73833,77.1975,6808,AYAKEBAGELA
35.7225,78.6875,6510,Karakash Shan
33.60722,76.12861,6574,Bharanzar
31.95444,78.21472,6593,Manirang
35.95583,74.63333,6143,Bilchhar Dobani
34.03055,76.79027,6086,Pt. 6086
30.37916,101.69916,5820,Haizi Shan
38.63166,90.64,4800,Kogantag
27.66083,96.7,4578,Dapha Bum
28.3425,101.75416,4488,Jinping Shan
31.33666,50.97166,3661,Kuh-e Rag
31.34083,70.02916,3111,Mizri Ghar
36.79833,139.37416,2578,Shirane-san
18.1575,105.4125,2286,Rao Co
24.9275,112.99083,1895,Paishidin
5.4475,95.65583,1810,Seulawah Agam
9.365,118.33416,1709,Victoria Peaks
22.29083,111.215,1704,Datian Ding
10.12388,118.99472,1608,Cleopatra Needle
-6.61666,110.89083,1602,Gunung Muria
22.60833,59.18666,2200,Jebel Khadar
30.2625,67.30138,3582,Loe Nekan
39.20333,98.54416,5547,Qilian Shan HP
28.90833,118.06,1810,Yujing Feng
28.43666,84.64,7893,Himalchuli I
30.7475,79.2875,7138,Chaukhamba
35.91333,76.8875,6953,Kaimuk Kangri
30.28166,80.06833,6861,Nanda Kot
30.8375,91.48972,6590,Samdain Kangsang
29.985,95.4675,6145,Pt. 6145
35.67888,72.78027,5918,Falak Sar
29.91083,57.20166,4150,Kuh-e Jupar
25.48916,99.075,3580,Finchuiyanou Range
-2.40583,120.5425,3016,Buyu Balease
28.70083,53.24916,2846,Kuh-e Namak
7.69083,124.5075,2815,Mt. Piapayungan
26.81583,95.52333,2780,Pakhain Range HP
21.30333,100.31333,2563,Loi Pangnao
18.01333,120.93916,2361,Mt. Sicapoo
32.865,108.3725,2120,Tevodian
15.48083,121.405,1901,Mingan Mountains
30.58,54.86833,3592,Kuh-e Mohammadabad
39.34888,70.13777,5170,Pt. 5170
-1.53833,127.66916,1611,Pulau Obi HP
1.81916,115.2725,2250,Batu Jumak
38.05305,30.70194,2800,Barla Dagi
12.15583,103.04333,1750,Phnum Samkos
27.9725,86.43166,7181,Menlungtse
35.925,76.175,7038,Karpogo Sar I
30.21416,80.4275,6904,Panch Chuli
28.03416,88.54583,6829,Chomo Yummo
35.85916,76.83416,6821,Burnag Kangri
38.565,71.52416,5992,Qullai Arnavad
34.29111,75.79027,5980,Pt. 5980
30.26805,101.96333,5704,Pt. 5704
34.6225,76.24583,5373,Junkor
38.97083,70.665,4744,Petra Pervogo Range HP
-3.525,138.59166,3949,Angemuk
36.775,44.91916,3611,Cheekha Dar
37.78861,66.55583,3138,Airibaba
28.095,55.99,2980,Kuh-e Ja'in
35.2375,46.22,2975,Kuh-e Takht
22.66166,104.6025,2402,Kiou Leou Ti
12.82083,121.17333,2364,Mt. Baco
0.93833,121.77666,2230,Huidu Tentolomatinan
38.32333,28.1025,2156,Boz Dag
37.8325,139.65916,2128,Dainiti Dake
2.25083,113.7175,2040,Bukit Batu
25.955,96.07083,1874,Mawhpung Bum
5.42916,100.86666,1862,Gunung Bintang
24.8925,111.16666,1857,Yinding Shan
23.38583,108.50333,1785,Daming Shan
-0.42333,111.295,1758,Gunung Saran
-5.30833,121.95583,1570,Gunung Sambapolulu
0.48833,123.675,1964,Huidu Matabulawa
12.76916,124.05666,1565,Bulusan Volcano
30.7775,52.75,3943,Kuh-e Bul
1.37833,127.53416,1560,Gunung Gamkonora
39.7925,39.77083,3546,Kesis Dagi
36.6725,72.23166,7017,Akher Chioh
29.88333,81.04083,6850,Jethi Bahurani
28.1975,91.865,6505,Kazi Razi
38.2675,72.71333,5859,Pt. 5858.8
39.3475,98.20166,5350,Pt. 5350�
26.88333,99.61083,4500,Laotzyunshan
31.91,50.365,3990,Kuh-e Gereh
28.97833,103.26583,3590,Yaoji Shan
25.5975,94.06666,3014,Japvo
4.81,96.81666,2880,Bur ni Geureudong
36.88916,32.1725,2877,Geyik Daglari
37.75444,30.725,2635,Davraz Tepe
-3.39166,102.3425,2493,Gunung Daun
1.72083,109.66833,1590,Gunung Rumput
38.02833,37.48666,3075,Killi Tepe
34.94111,78.1825,6897,Kataklik Kangri
41.09722,33.86333,2587,Ilgaz Daglari
14.01333,122.7875,1544,Mt. Labo
36.3375,101.20083,4890,Riyue Shan HP
35.75833,76.65333,8034,Gasherbrum II
28.25638,85.51666,7227,Langtang Lirung
33.67583,76.30472,6573,Doda
29.9525,90.53833,6270,Beu-tse
30.32083,94.32,6310,Pulong
38.23333,71.8,6132,Qullai Vudor
37.66666,72.70833,5800,Gora Bogchigir
34.16388,75.33,5425,Kolahoi
40.84916,70.34333,3770,Gora Boboiob
-3.96916,136.195,3340,Deyjay
28.13916,61.82666,2995,Geli Kuh
41.495,71.8925,2875,Buzbu Too
31.5925,57.03333,2777,Kuh-e Denband
27.19416,54.53916,2209,Kuh-e Par-e Lavar
10.94,76.6325,2088,Elivai Malai
33.855,134.09555,1955,Tsurugi-san
27.89333,119.18666,1930,Huangmao Jian
25.55916,110.96166,1930,Baojie Ling
43.63694,103.77305,2825,Dund Sayhni Nuru
35.37083,133.53916,1729,Daisen
35.65166,82.3125,6962,Chung Muztagh
35.99666,76.76833,6824,Durbin Kangri
33.49583,91.1675,6621,Geladaindong
35.99416,81.5925,6580,Kotaklik Shan
33.66166,67.62583,4750,Kuh-e Sefid
34.14916,69.41583,4270,Kuh-e Soltan Saheb
32.56833,49.56333,3750,Kuh-e Menar
35.9425,53.325,3730,Kuh-e Nozva
34.68666,47.625,3320,Kuh-e Dala Khani
31.12583,50.27583,3120,Kuh-e Raziyeh
37.03333,57.9,3070,Kuh-e Patu
7.955,124.8025,2880,Kalatungan Mountains
38.54916,140.02583,1984,Gas-san
8.58583,77.26666,1869,Agastya Malai
30.10083,118.86166,1787,Qingliang Feng
39.53666,39.5425,3457,Akbaba Tepesi
23.3175,93.76166,2703,Kennedy Peak
40.07361,29.21777,2543,Uludag Tepe
23.36166,103.90666,2990,Yanyanpo
38.03833,95.32416,5759,Qaidam Shan
38.78583,45.85666,3358,Kiyamaki Dagh
28.8925,98.96666,5534,Tsa-Leh Xueshan
36.67,47.3,3332,Kuh-e Belqeys
37.89833,111.49166,2810,Guandi Shan
41.88333,71.6,4503,Khrebet Chatkalskiy HP
34.80416,77.805,7513,Saser Kangri II
35.51666,76.8,7401,Ghent Kongri
27.98333,88.64583,6889,Khangchengyao
30.30333,93.64916,6870,Nenang
37.59916,72.2275,5707,Pik Skalistyy
35.48583,69.61083,5126,Kuh-e Kokzaro Zaghicha
35.34416,72.3675,5001,Chambargahai
40.92833,74.875,4737,Gory Dzhamantau
34.91583,73.23583,4688,Sukai Sar
36.245,69.44166,4331,Kuh-e Mogholan
32.9625,50.51333,3900,Kuh-e Darabshah
4.915,96.32833,2801,Peuet Sague
19.12833,103.80583,2625,Phou Samsoum
35.77333,45.23083,2624,Shak-i Pira Magrun
0.70583,120.88833,2410,Ibuyule Malino
27.88,84.49583,2140,Pt. 2140
27.63916,35.7475,1990,Jebel Shar
39.55833,141.4875,1914,Hayachine-san
4.68,100.80666,1657,Gunung Bubu
6.74,126.18166,1620,Mt. Hamiguitan
-8.39416,118.54333,1605,Doro Oromboha
25.6825,118.18583,1849,Daiyun Shan
37.69333,101.505,5254,Lenglong Ling HP
33.3975,78.44166,6489,Gangra Ri
33.10666,64.20083,4171,Kuh-e Jang Qal'eh
39.89666,42.64583,3483,Kose Dagi
35.84583,79.57416,6802,OIERLIZUOKE FENG
32.9325,78.45666,6666,Lungser Kangri
28.49833,85.15583,6648,Langbo Kangri
36.69,77.73416,6447,Togras Kangri
38.83916,72.305,6028,Pik Gorbundov
37.34833,86.89333,5766,Muzluktag
29.93333,95.28916,5590,KYAMUNA
39.34083,74.02333,5535,Markanta
29.63083,101.27416,5300,Pt. 5300�
34.4,74.90833,5142,Haramukh
39.30666,95.60916,4930,Emanan Shan
32.25166,76.4825,4915,Dhauladar Range HP
25.67166,100.0925,4090,Diancang Shan HP
36.53,44.67416,2672,Jabal Karukh
27.7775,55.86833,2475,Kuh-e Boz
11.4275,76.13083,2339,Vavul Mala
37.985,68.17,2290,Gora Zarkasa
20.07083,99.14166,2285,Huamereng
36.81,36.39166,2240,Uzunziyaret Tepesi
22.36666,102.68333,2109,Phu Ta Tong
16.18333,98.5275,2030,Mulayit Taung
26.75666,116.93,1847,Baishi Feng
19.03583,109.5425,1815,Yingge Ling
15.30166,106.40166,1716,Phou Phiamay
13.48166,120.40333,1520,Mt. Calavite
28.855,90.20416,6674,Kalurong
28.855,93.2,6179,Pt. 6179
29.29583,101.90833,6079,Pt. 6079
38.56666,75.745,5397,Pt. 5397
40.69666,74.09416,4385,Pt. 4385
31.675,51.02833,3880,Kuh-e Hezar Darreh
28.5675,58.22916,3750,Kuh-e Jebal Barez
31.4675,50.2675,3613,Kuh-e Karun
26.9925,101.835,3430,Pt. 3430
30.555,56.35666,3205,Kuh-e Gerdu
23.43,99.21583,2995,Pt. 2995
24.57333,97.96166,2640,Lopula Range
27.34333,53.87166,2165,Kuh-e Gav Bast
26.13583,110.8225,2120,Zhenbao Ding
12.695,108.94333,2000,Chu Mu
27.17583,110.30583,1943,Subao Ding
9.24416,123.1775,1860,Cuernos de Negros
29.36,114.595,1640,Jiugong Shan
21.57333,105.54416,1592,Tam Dao Nord
15.27916,43.97583,3666,Jebel an Nabi Shu'ayb
14.68,43.65666,2920,Jibal Raymah
12.57416,54.02083,1505,Hajhir
35.53333,75.47083,5828,B21 
42.285,81.04333,6332,Pt. 6332
30.57861,94.46833,6692,Pt. 6692
28.27277,-16.64222,3718,El Pico del Teide
28.75472,-17.885,2423,Roque de los Muchachos
38.46888,-28.39888,2351,Ponta do Pico
71.08333,-8.15,2277,Beerenberg 
64.01583,-16.67472,2110,Hvannadalshn�kur
27.96388,-15.56583,1949,Pico de las Nieves
32.76388,-16.92583,1861,Pico Ruivo 
79.15138,16.80416,1717,Newtontoppen
27.72888,-18.04055,1501,Pico Malpaso
75.17555,57.825,1549,Novaya Zemlya HP
65.03333,60.11666,1894,Gora Narodnaya 
19.03,-97.27083,5636,Pico de Orizaba 
19.02333,-98.62666,5410,Volc�n Popocatepetl
19.56333,-103.60833,4270,Nevado de Colima
17.46833,-100.1375,3550,Cerro Tiotepec
19.10166,-99.7675,4690,Vol. Nevado de Toluca
16.21166,-96.19583,3710,Cerro Nube Flan
30.99083,-115.375,3110,Cerro Picacho del Diablo
19.23166,-98.0325,4430,Malinche
18.72,-102.97333,2890,Cerro las Conchas 
26.12,-100.55666,2630,Cerro Tia Chena 
23.53916,-109.95416,2090,Sierra de la Laguna HP
25.36416,-100.5575,3710,Cerro San Rafael 
27.03416,-102.39166,3030,Sierra la Madera HP
21.43083,-99.1325,2930,Cerro la Joya
23.80083,-99.84666,3550,Picacho San Onofre  
16.58166,-95.80333,2830,Cerro Sacamecate
27.47,-112.59166,1950,Volc�n las Tres Virgenes
19.41666,-102.31916,3850,Cerro Tancitaro
25.13666,-103.23,3130,Cerro el Centinela
17.1325,-96.0125,3420,Cerro Zempoalt�petl
18.34916,-94.8575,1690,Sierra de Santa Martha
25.86333,-100.61277,2390,Picachos el Fraile
19.17888,-98.6425,5230,Volc�n Iztaccihuatl
19.555,-104.1475,2890,Cerro las Capillas
20.7875,-103.84666,2930,Volc�n de Tequila
26.3075,-100.46583,2210,Sierra Gomas
18.67333,-102.50333,2390,Cerros Santa Elena
16.76472,-94.45138,2310,Cerro Atravesado
26.41666,-101.70833,2630,HP Sierra San Marcos
24.57333,-99.07416,1810,Cerro el Hongo
17.15916,-96.4175,3370,Cerro Yatin
17.13583,-97.66333,3370,Cerro del Aguila
19.80583,-100.59666,3600,Cerro San Andres
58.90638,-137.52638,4671,Mt. Fairweather
51.37222,-125.26222,4019,Mt. Waddington
51.90166,-125.875,3555,Monarch Mtn.
53.11,-119.15666,3959,Mt. Robson
52.80138,-119.73138,3516,Mt. Sir Wilfrid Laurier
51.65666,-117.8675,3519,Mt. Sir Sandford
50.18777,-121.90333,2968,Skihist Mtn.
57.39305,-132.30305,3090,Mt. Ratz
50.55166,-118.13,2970,Mt. Odin
52.38527,-118.94,3274,Mt. Monashee
52.14722,-117.44138,3741,Mt. Columbia
51.27166,-124.56833,3298,Mt. Queen Bess
50.18138,-117.20416,3094,Mt. Cooper
57.34638,-124.09277,3024,Mt. Ulysses
50.13305,-122.79333,2892,Wedge Mtn.
56.00666,-129.69277,2692,Otter Mtn.
52.07,-126.95944,2290,Kwatna Peak
49.66277,-125.74722,2195,Golden Hinde
51.59111,-124.68583,3183,Razorback Mtn.
57.39472,-131.48527,2953,Ambition Mtn.
50.48861,-116.48694,3493,Mt. Farnham
54.92833,-129.06,2336,Oscar Peak
50.87,-115.65,3616,Mt. Assiniboine
56.33722,-129.98166,2729,Mt. Jancowski
49.78333,-117.62666,2830,Gladsheim Peak
51.15138,-117.42055,3377,Mt. Dawson
54.275,-129.05638,2219,Mt. Valpy
52.66833,-118.05666,3363,Mt. Edith Cavell
53.14222,-127.47722,2365,Chatsquot Mtn.
59.41861,-136.76527,2721,Buckwell Peak
55.22944,-128.87222,2359,Mt. Priestley
53.00722,-127.24,2304,Sharks Teeth Peaks
59.84222,-137.58555,2550,Detour Peak
 South Tower,51.20166,3567,Mt. Goodsir
49.16305,-121.24972,2596,Silvertip Mtn.
54.9675,-128.23194,2747,Seven Sisters Peaks
52.25333,-126.515,2908,Mt. Saugstad
50.05472,-126.10083,2163,Victoria Peak
55.07388,-127.57416,2507,Brian Boru Peak
54.41861,-127.74388,2759,Howson Peak
53.93972,-128.04555,2724,Atna Peak
53.02166,-126.64,2758,Tsaydaychuz Peak
55.93916,-127.48,2588,Shedin Peak
50.51111,-122.62083,2506,Birkenhead Peak
50.06055,-115.2075,3360,Mt. Harrison
57.77527,-132.33527,2910,Chutine Peak
53.93583,-120.38694,3275,Mt. Sir Alexander
51.57444,-116.26027,3394,Mt. Hector
53.13694,-119.26666,3399,Whitehorn Mtn.
53.39694,-119.41722,3316,Mt. Chown
49.24083,-116.8225,2456,Kootenay Mtn.
57.92694,-126.84833,2748,Thudaka Peak
57.71611,-130.63388,2780,Mt. Edziza
49.74611,-117.14194,2801,Cond Peak
58.47777,-133.36111,2415,Sittakanay Peak
58.72972,-133.84083,2593,Devils Paw
51.20472,-119.23527,2301,Pukeashun Mtn.
52.55138,-126.37027,2664,Thunder Mtn.
50.76527,-118.84305,2245,Morton Peak
52.35416,-120.53277,2553,Mt. Perseus
50.52888,-123.38083,2749,Overseer Mtn.
52.32111,-127.30666,1679,King Island HP
52.09166,-126.01666,3037,Talchako Mtn.
58.13888,-132.93472,2524,Whiting Peak
50.19527,-118.22888,2573,The Pinnacles
55.54388,-127.48638,2451,Mt. Thomlinson
58.71666,-133.23,2408,Mt. Lester Jones
52.63555,-118.61666,3089,Jeanette Peak
58.5875,-127.96222,2668,Sharktooth Mtn.
50.1725,-117.9,2330,Upper Saddle Mtn.
51.86,-116.93166,3617,Mt. Forbes
49.50722,-122.32194,2262,Mt. Judge Howay
60.08416,-136.01361,2540,Mt. Porsild
56.23388,-129.6575,2727,Mt. Pattullo
51.38416,-123.86416,3063,Mt. Tatlow
51.01722,-126.40611,1934,Corsan Peak
54.81166,-127.33972,2589,Hudson Bay Mtn.
52.55,-117.91444,3361,Mt. Fryatt
50.99222,-123.79027,3182,Monmouth Mtn.
50.23166,-124.68611,1591,Mt. Addenbroke
50.46194,-125.18583,1664,Estero Peak
50.025,-126.6775,1875,Rugged Mtn.
50.62361,-122.26027,2855,Mt. Seton - Cy5
53.07111,-121.00888,2543,Kaza Mtn.
54.93,-126.86388,2396,Mt. Cronin
59.355,-137.16166,2706,Basement Peak
55.39861,-127.94361,2096,Kispiox Mtn.
58.08194,-124.46888,2940,Mt. Sylvia
52.71305,-120.65083,2597,Mt. Wotzke
55.93833,-123.42111,2429,Mt. Crysdale
56.27111,-128.34,2189,Vile Peak
56.37611,-130.19333,2595,Unuk Peak
51.35083,-116.20583,3540,Mt. Temple
50.71666,-122.50944,2918,Whitecap Mtn.
51.4375,-119.95472,2636,Dunn Pk.
54.05833,-120.32638,3200,Mt. Ida
54.89166,-129.64722,1967,Mt.  Monkley
50.91694,-119.94083,2155,Mt. Tod
52.32,-126.23666,2907,The Horn
56.55166,-130.97333,2445,Hubris Peak
50.335,-125.84083,1645,Hkusam Mtn.
50.52833,-115.20666,3433,Mt. Joffre
49.64583,-122.25027,2252,Robertson Peak
53.03777,-127.64138,1945,Kitlope Range HP
52.24722,-117.95805,3664,Mt. Clemenceau
51.14166,-124.17166,3242,Good Hope Mtn.
50.55666,-125.28305,1801,Mt. Van der Est
60.56666,-140.40388,5959,Mt. Logan
60.29361,-140.92888,5489,Mt. Saint Elias
61.02166,-140.46527,5226,Mt. Lucania
60.35861,-139.69777,4812,Mt. Vancouver
63.43138,-130.32388,2972,Keele Peak
60.03222,-137.59055,2716,Alsek Peak
60.86805,-138.27638,2810,Mt. Cairnes
60.67083,-137.61916,2512,Mt. Martha Black
60.06972,-139.18777,3155,Mt. Seattle
60.78388,-137.87388,2588,Mt. Archibald
64.72722,-132.78027,2760,Mt. Macdonald
60.47638,-137.17277,2329,Dalton Range HP
63.13583,-135.63333,2214,Grey Hunter Peak
61.87472,-127.68027,2773,Mt. Nirvana
81.92666,-74.98666,2616,Barbeau Peak
79.74,-91.4,2210,Outlook Peak
66.54722,-65.42777,2147,Mt. Odin
75.34777,-82.17388,1920,Devon Icecap HP
78.8,-79.5325,2347,Ellesmere Peak
73.22833,-78.62083,1951,Angilaaq Mtn.
72.1825,-75.90666,1963,Qiajivik Mtn.
80.13666,-76.77,2181,Pk. 08-46
70.69416,-71.34166,1809,Ukpik Peak
66.5725,-65.075,2000,Tupeq Mtn.
66.15166,-63.4925,1840,Pt. 1840
70.79916,-71.65166,1905,Kisimngiuqtuq Peak
71.00166,-71.855,1590,Sillem Island HP
69.65666,-69.30833,1721,Pk. 39-18
70.58,-70.72833,1562,Pk. 35-44
66.5575,-62.02083,1710,Angna Mtn.
45.8325,6.86444,4808,Mont Blanc
37.75111,14.99583,3323,Monte Etna
37.05444,-3.31,3479,Pico del Mulhac�n
42.63222,0.65777,3404,Pico de Aneto
42.38,8.94722,2706,Monte Cinto
42.47,13.56722,2912,Corno Grande
42.17972,23.58666,2925,Musala
35.22666,24.7725,2456,Psiloritis
47.07416,12.69444,3798,Grossglockner
36.95388,22.35222,2404,Profitis Ilias
61.63666,8.315,2469,Galdh�piggen
49.16416,20.13583,2655,Gerlach
40.08277,22.35111,2919,Olympos Oros
46.53722,8.12611,4274,Finsteraarhorn
46.88694,10.8675,3768,Wildspitze
46.38222,9.90805,4049,Piz Bernina
47.42194,13.0625,2941,Hochk�nig
41.79111,20.54777,2764,Golem Korab
45.93694,7.86694,4634,Dufourspitze
47.47527,13.60638,2995,Hoher Dachstein
46.435,11.86277,3343,Marmolada
45.34111,23.54055,2519,Par�ngul Mare
44.66805,7.08888,3841,Monte Viso
46.37805,13.83694,2864,Triglav
45.59972,24.73611,2544,Varful Moldoveanu
44.92444,6.35611,4102,Barre des �crins
35.2925,24.03333,2453,Pakhnes
42.4425,19.81416,2694,Maja e Jezerc�s
47.24944,9.34333,2503,S�ntis
40.15888,24.32833,2030,Athos
46.50888,10.54472,3905,Ortl�s
34.93833,32.86111,1952,Olympos
45.72638,10.84388,2218,Monte Baldo
43.19777,-4.85277,2648,Torre de Cerredo
45.51861,7.26638,4061,Gran Paradiso
46.07166,10.01138,3050,Pizzo di Coca
45.9975,11.46805,2336,Cima Dodici
37.93972,22.39583,2376,Killini Oros
39.79694,22.68694,1978,Ossa Oros 
39.98805,9.32416,1834,La Marmora
42.08694,14.08527,2795,Monte Amaro
35.11888,25.49888,2148,Spathi
46.16111,6.92333,3257,Haute Cime: Dents du Midi
40.12444,20.94944,2482,Nemer�ka
41.76722,23.39888,2914,Vikhren
40.91472,24.09166,1956,Pangaion
45.28805,5.78777,2082,Chamechaude
45.36611,22.89444,2509,Varful Peleaga
40.93083,21.78694,2528,Kaimaktsalan
67.90083,18.51944,2113,Kebnekaise
47.42111,10.98527,2962,Zugspitze
38.6275,23.84277,1743,Dhirfis Oros
69.46888,19.87861,1834,Jiehkkevarri
40.08972,20.92611,2637,Smolikas Oros
46.4525,12.26055,3264,Monte Antelao
45.68388,6.22805,2217,Pointe d'Arcalod
39.89472,16.21611,2267,Monte Dolcedorme
38.15888,15.92111,1955,Montalto
46.35694,14.53555,2558,Grintovec
47.71694,14.06333,2515,Gro�er Priel
38.6475,22.25444,2510,Oros Giona
40.24861,-5.29972,2592,Pico Almanzor
45.95333,9.3875,2409,Grigna Settentrionale
45.98805,11.03138,2180,Monte Bondone
46.22,10.66388,3558,Cima Presanella
62.32055,9.27166,2286,Sn�hetta
40.28694,19.84972,2121,Maja e Kendrevic�s
47.47472,12.73388,2634,Birnhorn
41.70416,21.40527,2540,Solunska Glava
47.5975,24.63444,2303,Pietrosul Rodnei
46.2275,12.40277,2471,Col Nudo
45.95555,6.55611,2750,Pointe Perc�e
38.13666,20.67138,1628,Ainos Oros
40.46166,25.5875,1611,Fengari
46.43305,13.44166,2753,Jof di Montasio
41.32111,23.12055,2031,Kerkini
38.53555,22.62166,2457,Liakoura
46.895,13.15805,2784,Polinik
45.52833,2.81416,1885,Puy de Sancy
44.19388,10.70138,2165,Monte Cimone
42.7175,24.91666,2376,Botev
46.81111,8.91472,3614,T�di
47.41111,11.43777,2749,Birkkarspitze
40.19833,19.63944,2044,Mali i �ik�s
47.56222,12.30305,2344,Ellmauer Halt
69.71,20.08583,1624,Store Lenangstind
44.77444,5.83916,2790,Grande Tete de l'Obiou
44.61305,34.24333,1545,Roman-Kosh
40.79472,20.46472,2373,Maja e Valamares
46.15527,10.87055,3173,Cima Tosa
47.56166,14.63277,2369,Hochtor
67.43333,17.72777,2089,Sarektj�kk�
47.52194,14.01694,2351,Grimming
45.9375,7.29916,4314,Grand Combin de Grafeneire
41.00361,21.18444,2601,Pelister
38.75777,20.99416,1589,Psili Korifi
45.82722,6.28555,2351,La Tournette
46.62138,9.87277,3418,Piz Kesch
47.06361,14.56722,2396,Zirbitzkogel
42.88833,11.62472,1738,Monte Amiata
45.03972,5.925,2857,Le Taillefer
46.44138,22.69027,1849,Bihor
43.39583,22.67944,2168,Midzor
43.12833,19.03666,2523,Durmitor 
46.08972,8.39416,2301,Monte Togano
39.43833,23.0475,1610,Pelion
36.67666,-4.99472,1919,Torrecilla
46.64333,8.42111,3630,Dammastock
47.49916,13.22666,2430,Raucheck
42.825,13.27666,2476,Monte Vettore
46.9,9.4675,2806,Haldensteiner Calanda
61.80388,5.82111,1670,Gjegnen
68.91861,-29.89972,3694,Gunnbj�rn Fjeld
70.78333,-26.66666,2200,Milne Land HP
72.11666,-24.9,2839,Dansketinden
71.32777,-52.90833,2105,Palup Qaqa
